shipment_line_item_id,shipment_id,line_item_id,quantity_shipped
SL00000775,S0000455,L0000810,1
SL00000776,S0000455,L0000811,2
SL00000777,S0000455,L0000812,2
SL00000778,S0000456,L0000813,1
SL00000779,S0000456,L0000814,4
SL00000780,S0000457,L0000815,5
SL00000781,S0000457,L0000816,1
SL00000782,S0000458,L0000817,1
SL00000783,S0000459,L0000817,1
SL00000784,S0000458,L0000818,2
SL00000785,S0000460,L0000819,4
SL00000786,S0000460,L0000820,1
SL00000787,S0000461,L0000821,1
SL00000788,S0000462,L0000822,5
SL00000789,S0000463,L0000823,2
SL00000790,S0000463,L0000825,1
SL00000791,S0000463,L0000826,1
SL00000792,S0000464,L0000827,1
SL00000793,S0000464,L0000828,1
SL00000794,S0000465,L0000830,1
SL00000795,S0000465,L0000831,1
SL00000796,S0000466,L0000832,3
SL00000797,S0000467,L0000835,2
SL00000798,S0000467,L0000836,5
SL00000799,S0000468,L0000837,1
SL00000800,S0000468,L0000838,3
SL00000801,S0000468,L0000839,5
SL00000802,S0000470,L0000843,3
SL00000803,S0000470,L0000844,2
SL00000804,S0000470,L0000845,2
SL00000805,S0000472,L0000849,5
SL00000806,S0000473,L0000852,1
SL00000807,S0000473,L0000853,3
SL00000808,S0000474,L0000853,1
SL00000809,S0000475,L0000855,1
SL00000810,S0000476,L0000855,4
SL00000811,S0000477,L0000856,1
SL00000812,S0000478,L0000857,3
SL00000813,S0000479,L0000857,2
SL00000814,S0000481,L0000858,1
SL00000815,S0000482,L0000859,4
SL00000816,S0000484,L0000860,4
SL00000817,S0000485,L0000861,2
SL00000818,S0000485,L0000862,2
SL00000819,S0000486,L0000863,3
SL00000820,S0000487,L0000865,1
SL00000821,S0000487,L0000866,5
SL00000822,S0000488,L0000867,4
SL00000823,S0000489,L0000868,5
SL00000824,S0000490,L0000871,1
SL00000825,S0000491,L0000871,2
SL00000826,S0000492,L0000872,5
SL00000827,S0000492,L0000873,1
SL00000828,S0000493,L0000873,1
SL00000829,S0000494,L0000873,1
SL00000830,S0000492,L0000874,1
SL00000831,S0000494,L0000874,3
SL00000832,S0000495,L0000877,4
SL00000833,S0000495,L0000878,3
SL00000834,S0000496,L0000879,5
SL00000835,S0000496,L0000880,2
SL00000836,S0000497,L0000881,3
SL00000837,S0000497,L0000882,4
SL00000838,S0000497,L0000883,4
SL00000839,S0000497,L0000884,4
SL00000840,S0000498,L0000885,2
SL00000841,S0000500,L0000886,1
SL00000842,S0000499,L0000887,3
SL00000843,S0000499,L0000888,3
SL00000844,S0000500,L0000888,1
SL00000845,S0000499,L0000889,2
SL00000846,S0000500,L0000889,2
SL00000847,S0000501,L0000893,3
SL00000848,S0000502,L0000894,1
SL00000849,S0000502,L0000895,2
SL00000850,S0000503,L0000896,2
SL00000851,S0000503,L0000897,1
SL00000852,S0000504,L0000898,3
SL00000853,S0000504,L0000899,4
SL00000854,S0000504,L0000900,3
SL00000855,S0000506,L0000901,1
SL00000856,S0000507,L0000902,4
SL00000857,S0000507,L0000903,4
SL00000858,S0000508,L0000906,1
SL00000859,S0000511,L0000907,3
SL00000860,S0000511,L0000908,5
SL00000861,S0000511,L0000909,1
SL00000862,S0000512,L0000910,5
SL00000863,S0000513,L0000914,5
SL00000864,S0000514,L0000915,4
SL00000865,S0000515,L0000915,1
SL00000866,S0000515,L0000916,2
SL00000867,S0000514,L0000917,1
SL00000868,S0000517,L0000918,4
SL00000869,S0000517,L0000919,2
SL00000870,S0000518,L0000920,2
SL00000871,S0000519,L0000921,1
SL00000872,S0000519,L0000922,2
SL00000873,S0000519,L0000923,2
SL00000874,S0000520,L0000924,4
SL00000875,S0000521,L0000925,5
SL00000876,S0000522,L0000926,4
SL00000877,S0000522,L0000927,5
SL00000878,S0000522,L0000928,4
SL00000879,S0000523,L0000928,1
SL00000880,S0000524,L0000929,5
SL00000881,S0000524,L0000930,2
SL00000882,S0000524,L0000931,5
SL00000883,S0000524,L0000932,1
SL00000884,S0000525,L0000933,5
SL00000885,S0000526,L0000935,2
SL00000886,S0000526,L0000936,5
SL00000887,S0000527,L0000937,3
SL00000888,S0000527,L0000938,4
SL00000889,S0000527,L0000939,5
SL00000890,S0000528,L0000941,5
SL00000891,S0000529,L0000942,1
SL00000892,S0000530,L0000943,2
SL00000893,S0000531,L0000944,3
SL00000894,S0000532,L0000944,1
SL00000895,S0000531,L0000945,3
SL00000896,S0000531,L0000946,1
SL00000897,S0000534,L0000947,2
SL00000898,S0000535,L0000948,2
SL00000899,S0000535,L0000949,2
SL00000900,S0000535,L0000950,4
SL00000901,S0000536,L0000951,5
SL00000902,S0000536,L0000952,1
SL00000903,S0000537,L0000953,1
SL00000904,S0000538,L0000954,4
SL00000905,S0000538,L0000955,3
SL00000906,S0000538,L0000956,4
SL00000907,S0000539,L0000957,3
SL00000908,S0000539,L0000958,2
SL00000909,S0000540,L0000963,4
SL00000910,S0000541,L0000964,5
SL00000911,S0000541,L0000965,1
SL00000912,S0000542,L0000966,4
SL00000913,S0000542,L0000967,5
SL00000914,S0000543,L0000968,5
SL00000915,S0000543,L0000969,2
SL00000916,S0000544,L0000970,3
SL00000917,S0000544,L0000971,2
SL00000918,S0000545,L0000972,3
SL00000919,S0000545,L0000973,5
SL00000920,S0000545,L0000974,2
SL00000921,S0000546,L0000975,4
SL00000922,S0000547,L0000976,4
SL00000923,S0000548,L0000977,3
SL00000924,S0000551,L0000978,4
SL00000925,S0000553,L0000979,1
SL00000926,S0000554,L0000980,3
SL00000927,S0000555,L0000982,2
SL00000928,S0000556,L0000983,1
SL00000929,S0000556,L0000984,5
SL00000930,S0000557,L0000985,1
SL00000931,S0000558,L0000986,2
SL00000932,S0000558,L0000987,5
SL00000933,S0000559,L0000988,1
SL00000934,S0000559,L0000989,1
SL00000935,S0000560,L0000990,5
SL00000936,S0000560,L0000991,2
SL00000937,S0000561,L0000994,1
SL00000938,S0000561,L0000995,4
SL00000939,S0000561,L0000996,5
SL00000940,S0000562,L0000997,2
SL00000941,S0000562,L0000998,5
SL00000942,S0000563,L0000999,2
SL00000943,S0000564,L0001000,4
SL00000944,S0000564,L0001001,1
SL00000945,S0000564,L0001002,4
SL00000946,S0000565,L0001003,3
SL00000947,S0000566,L0001004,1
SL00000948,S0000567,L0001004,1
SL00000949,S0000568,L0001004,1
SL00000950,S0000567,L0001005,3
SL00000951,S0000569,L0001006,3
SL00000952,S0000569,L0001007,1
SL00000953,S0000570,L0001008,5
SL00000954,S0000570,L0001009,5
SL00000955,S0000570,L0001010,5
SL00000956,S0000571,L0001011,5
SL00000957,S0000571,L0001012,3
SL00000958,S0000571,L0001013,5
SL00000959,S0000572,L0001014,3
SL00000960,S0000572,L0001015,5
SL00000961,S0000574,L0001016,2
SL00000962,S0000573,L0001017,4
SL00000963,S0000574,L0001017,1
SL00000964,S0000575,L0001018,3
SL00000965,S0000575,L0001019,1
SL00000966,S0000575,L0001020,3
SL00000967,S0000576,L0001021,4
SL00000968,S0000576,L0001022,4
SL00000969,S0000576,L0001023,2
SL00000970,S0000577,L0001026,4
SL00000971,S0000578,L0001027,3
SL00000972,S0000579,L0001029,3
SL00000973,S0000580,L0001030,5
SL00000974,S0000580,L0001031,2
SL00000975,S0000580,L0001032,4
SL00000976,S0000581,L0001033,3
SL00000977,S0000581,L0001034,3
SL00000978,S0000581,L0001035,5
SL00000979,S0000582,L0001036,5
SL00000980,S0000583,L0001038,5
SL00000981,S0000584,L0001040,2
SL00000982,S0000586,L0001040,1
SL00000983,S0000584,L0001041,3
SL00000984,S0000585,L0001042,2
SL00000985,S0000586,L0001042,1
SL00000986,S0000584,L0001043,2
SL00000987,S0000586,L0001043,1
SL00000988,S0000587,L0001044,3
SL00000989,S0000589,L0001045,4
SL00000990,S0000590,L0001046,2
SL00000991,S0000591,L0001046,1
SL00000992,S0000591,L0001047,1
SL00000993,S0000592,L0001048,5
SL00000994,S0000592,L0001049,1
SL00000995,S0000593,L0001050,1
SL00000996,S0000594,L0001051,3
SL00000997,S0000595,L0001052,1
SL00000998,S0000596,L0001053,4
SL00000999,S0000597,L0001054,3
SL00001000,S0000598,L0001054,2
SL00001001,S0000600,L0001055,4
SL00001002,S0000601,L0001056,2
SL00001003,S0000602,L0001057,3
SL00001004,S0000602,L0001058,2
SL00001005,S0000602,L0001059,4
SL00001006,S0000603,L0001060,2
SL00001007,S0000603,L0001061,5
SL00001008,S0000603,L0001062,5
SL00001009,S0000604,L0001063,4
SL00001010,S0000604,L0001064,1
SL00001011,S0000605,L0001065,5
SL00001012,S0000605,L0001066,2
SL00001013,S0000606,L0001067,1
SL00001014,S0000606,L0001068,3
SL00001015,S0000606,L0001069,5
SL00001016,S0000606,L0001070,5
SL00001017,S0000607,L0001073,1
SL00001018,S0000607,L0001074,3
SL00001019,S0000608,L0001075,2
SL00001020,S0000608,L0001076,4
SL00001021,S0000609,L0001077,2
SL00001022,S0000610,L0001078,2
SL00001023,S0000611,L0001078,1
SL00001024,S0000611,L0001079,3
SL00001025,S0000612,L0001080,2
SL00001026,S0000613,L0001081,1
SL00001027,S0000613,L0001082,1
SL00001028,S0000613,L0001083,1
SL00001029,S0000614,L0001084,2
SL00001030,S0000615,L0001084,1
SL00001031,S0000616,L0001084,1
SL00001032,S0000617,L0001085,3
SL00001033,S0000617,L0001086,3
SL00001034,S0000617,L0001087,3
SL00001035,S0000618,L0001088,1
SL00001036,S0000620,L0001091,3
SL00001037,S0000621,L0001092,3
SL00001038,S0000621,L0001093,5
SL00001039,S0000621,L0001094,5
SL00001040,S0000621,L0001095,1
SL00001041,S0000622,L0001096,1
SL00001042,S0000622,L0001097,2
SL00001043,S0000622,L0001098,1
SL00001044,S0000623,L0001099,5
SL00001045,S0000624,L0001100,4
SL00001046,S0000624,L0001101,5
SL00001047,S0000625,L0001102,4
SL00001048,S0000626,L0001102,1
SL00001049,S0000627,L0001103,3
SL00001050,S0000630,L0001104,4
SL00001051,S0000628,L0001105,2
SL00001052,S0000629,L0001105,1
SL00001053,S0000630,L0001105,1
SL00001054,S0000628,L0001106,3
SL00001055,S0000631,L0001107,2
SL00001056,S0000631,L0001108,1
SL00001057,S0000632,L0001109,5
SL00001058,S0000632,L0001110,3
SL00001059,S0000633,L0001111,3
SL00001060,S0000634,L0001112,2
SL00001061,S0000634,L0001113,5
SL00001062,S0000634,L0001114,3
SL00001063,S0000635,L0001115,2
SL00001064,S0000636,L0001116,3
SL00001065,S0000637,L0001116,1
SL00001066,S0000636,L0001117,4
SL00001067,S0000637,L0001117,1
SL00001068,S0000636,L0001118,2
SL00001069,S0000637,L0001118,3
SL00001070,S0000638,L0001119,2
SL00001071,S0000638,L0001120,4
SL00001072,S0000639,L0001121,4
SL00001073,S0000639,L0001122,4
SL00001074,S0000640,L0001124,3
SL00001075,S0000641,L0001125,2
SL00001076,S0000641,L0001126,3
SL00001077,S0000642,L0001127,2
SL00001078,S0000643,L0001127,1
SL00001079,S0000643,L0001128,2
SL00001080,S0000644,L0001129,5
SL00001081,S0000644,L0001130,4
SL00001082,S0000644,L0001131,4
SL00001083,S0000645,L0001132,3
SL00001084,S0000645,L0001133,3
SL00001085,S0000645,L0001134,1
SL00001086,S0000646,L0001135,3
SL00001087,S0000648,L0001138,1
SL00001088,S0000649,L0001139,5
SL00001089,S0000650,L0001140,5
SL00001090,S0000650,L0001141,3
SL00001091,S0000651,L0001142,3
SL00001092,S0000652,L0001143,4
SL00001093,S0000652,L0001144,4
SL00001094,S0000652,L0001145,1
SL00001095,S0000652,L0001146,2
SL00001096,S0000653,L0001147,5
SL00001097,S0000654,L0001148,3
SL00001098,S0000655,L0001149,4
SL00001099,S0000655,L0001150,3
SL00001100,S0000656,L0001151,1
SL00001101,S0000656,L0001152,2
SL00001102,S0000656,L0001153,2
SL00001103,S0000657,L0001154,3
SL00001104,S0000658,L0001156,4
SL00001105,S0000659,L0001157,2
SL00001106,S0000660,L0001158,3
SL00001107,S0000660,L0001159,3
SL00001108,S0000661,L0001160,4
SL00001109,S0000662,L0001161,1
SL00001110,S0000663,L0001161,3
SL00001111,S0000662,L0001162,1
SL00001112,S0000663,L0001162,2
SL00001113,S0000664,L0001163,1
SL00001114,S0000665,L0001164,1
SL00001115,S0000666,L0001165,1
SL00001116,S0000666,L0001166,2
SL00001117,S0000667,L0001167,3
SL00001118,S0000668,L0001168,5
SL00001119,S0000668,L0001169,5
SL00001120,S0000669,L0001170,3
SL00001121,S0000670,L0001170,1
SL00001122,S0000672,L0001171,3
SL00001123,S0000672,L0001172,1
SL00001124,S0000673,L0001173,1
SL00001125,S0000674,L0001174,1
SL00001126,S0000674,L0001175,3
SL00001127,S0000675,L0001176,1
SL00001128,S0000675,L0001177,1
SL00001129,S0000676,L0001178,2
SL00001130,S0000676,L0001179,5
SL00001131,S0000679,L0001180,1
SL00001132,S0000680,L0001186,5
SL00001133,S0000680,L0001187,5
SL00001134,S0000681,L0001188,5
SL00001135,S0000682,L0001189,1
SL00001136,S0000681,L0001190,1
SL00001137,S0000684,L0001191,2
SL00001138,S0000685,L0001192,2
SL00001139,S0000685,L0001193,4
SL00001140,S0000686,L0001196,2
SL00001141,S0000687,L0001197,3
SL00001142,S0000687,L0001198,1
SL00001143,S0000688,L0001199,2
SL00001144,S0000689,L0001200,2
SL00001145,S0000689,L0001201,5
SL00001146,S0000689,L0001202,5
SL00001147,S0000690,L0001203,4
SL00001148,S0000690,L0001204,4
SL00001149,S0000690,L0001205,4
SL00001150,S0000691,L0001208,4
SL00001151,S0000691,L0001209,4
SL00001152,S0000693,L0001210,3
SL00001153,S0000693,L0001211,1
SL00001154,S0000692,L0001212,2
SL00001155,S0000693,L0001212,2
SL00001156,S0000694,L0001213,3
SL00001157,S0000694,L0001214,5
SL00001158,S0000694,L0001215,4
SL00001159,S0000695,L0001216,2
SL00001160,S0000696,L0001217,5
SL00001161,S0000696,L0001218,3
SL00001162,S0000696,L0001219,5
SL00001163,S0000698,L0001224,5
SL00001164,S0000698,L0001225,5
SL00001165,S0000699,L0001226,4
SL00001166,S0000699,L0001227,5
SL00001167,S0000699,L0001228,3
SL00001168,S0000700,L0001229,1
SL00001169,S0000701,L0001229,2
SL00001170,S0000702,L0001230,3
SL00001171,S0000703,L0001231,5
SL00001172,S0000703,L0001232,1
SL00001173,S0000704,L0001233,2
SL00001174,S0000704,L0001234,1
SL00001175,S0000705,L0001235,5
SL00001176,S0000706,L0001236,2
SL00001177,S0000707,L0001237,1
SL00001178,S0000707,L0001238,5
SL00001179,S0000708,L0001239,5
SL00001180,S0000709,L0001240,4
SL00001181,S0000710,L0001241,5
SL00001182,S0000712,L0001242,3
SL00001183,S0000712,L0001243,3
SL00001184,S0000713,L0001244,5
SL00001185,S0000713,L0001245,3
SL00001186,S0000714,L0001246,4
SL00001187,S0000715,L0001249,3
SL00001188,S0000715,L0001250,3
SL00001189,S0000716,L0001251,4
SL00001190,S0000716,L0001252,5
SL00001191,S0000717,L0001253,2
SL00001192,S0000717,L0001254,3
SL00001193,S0000717,L0001255,2
SL00001194,S0000718,L0001256,2
SL00001195,S0000718,L0001257,1
SL00001196,S0000720,L0001262,3
SL00001197,S0000721,L0001263,1
SL00001198,S0000722,L0001267,1
SL00001199,S0000723,L0001267,1
SL00001200,S0000724,L0001268,1
SL00001201,S0000725,L0001269,3
SL00001202,S0000726,L0001270,1
SL00001203,S0000727,L0001271,4
SL00001204,S0000727,L0001272,1
SL00001205,S0000727,L0001273,5
SL00001206,S0000728,L0001274,3
SL00001207,S0000728,L0001275,5
SL00001208,S0000728,L0001276,1
SL00001209,S0000729,L0001277,3
SL00001210,S0000730,L0001278,1
SL00001211,S0000730,L0001279,3
SL00001212,S0000730,L0001280,3
SL00001213,S0000731,L0001281,3
SL00001214,S0000731,L0001282,1
SL00001215,S0000732,L0001284,5
SL00001216,S0000733,L0001285,1
SL00001217,S0000733,L0001286,4
SL00001218,S0000734,L0001287,3
SL00001219,S0000734,L0001288,5
SL00001220,S0000735,L0001292,5
SL00001221,S0000735,L0001293,4
SL00001222,S0000735,L0001294,3
SL00001223,S0000736,L0001300,1
SL00001224,S0000736,L0001301,5
SL00001225,S0000736,L0001302,3
SL00001226,S0000737,L0001303,3
SL00001227,S0000738,L0001304,2
SL00001228,S0000738,L0001305,1
SL00001229,S0000738,L0001306,2
SL00001230,S0000739,L0001307,4
SL00001231,S0000739,L0001308,3
SL00001232,S0000740,L0001309,2
SL00001233,S0000741,L0001309,1
SL00001234,S0000742,L0001309,2
SL00001235,S0000743,L0001310,5
SL00001236,S0000744,L0001311,3
SL00001237,S0000744,L0001312,5
SL00001238,S0000744,L0001313,5
SL00001239,S0000744,L0001314,1
SL00001240,S0000745,L0001315,5
SL00001241,S0000745,L0001316,2
SL00001242,S0000746,L0001318,2
SL00001243,S0000746,L0001319,1
SL00001244,S0000747,L0001320,2
SL00001245,S0000748,L0001323,4
SL00001246,S0000749,L0001324,1
SL00001247,S0000750,L0001325,1
SL00001248,S0000750,L0001326,4
SL00001249,S0000751,L0001327,4
SL00001250,S0000751,L0001328,4
SL00001251,S0000752,L0001329,3
SL00001252,S0000753,L0001330,3
SL00001253,S0000753,L0001331,4
SL00001254,S0000753,L0001332,1
SL00001255,S0000754,L0001333,4
SL00001256,S0000756,L0001335,2
SL00001257,S0000756,L0001336,3
SL00001258,S0000757,L0001337,2
SL00001259,S0000758,L0001338,5
SL00001260,S0000759,L0001339,3
SL00001261,S0000759,L0001340,5
SL00001262,S0000761,L0001342,2
SL00001263,S0000761,L0001343,2
SL00001264,S0000762,L0001344,3
SL00001265,S0000763,L0001345,4
SL00001266,S0000763,L0001346,5
SL00001267,S0000764,L0001347,4
SL00001268,S0000764,L0001348,1
SL00001269,S0000765,L0001349,2
SL00001270,S0000766,L0001349,1
SL00001271,S0000766,L0001350,3
SL00001272,S0000767,L0001351,4
SL00001273,S0000767,L0001352,3
SL00001274,S0000767,L0001353,5
SL00001275,S0000768,L0001356,2
SL00001276,S0000769,L0001357,5
SL00001277,S0000769,L0001358,1
SL00001278,S0000770,L0001359,5
SL00001279,S0000771,L0001361,2
SL00001280,S0000771,L0001362,1
SL00001281,S0000772,L0001364,5
SL00001282,S0000772,L0001365,2
SL00001283,S0000773,L0001366,1
SL00001284,S0000774,L0001367,1
SL00001285,S0000774,L0001368,3
SL00001286,S0000774,L0001369,3
SL00001287,S0000775,L0001372,1
SL00001288,S0000775,L0001373,1
SL00001289,S0000775,L0001374,2
SL00001290,S0000776,L0001375,3
SL00001291,S0000776,L0001376,5
SL00001292,S0000776,L0001377,1
SL00001293,S0000777,L0001378,4
SL00001294,S0000777,L0001379,2
SL00001295,S0000777,L0001380,2
SL00001296,S0000778,L0001381,3
SL00001297,S0000778,L0001382,1
SL00001298,S0000778,L0001383,2
SL00001299,S0000779,L0001384,3
SL00001300,S0000780,L0001385,4
SL00001301,S0000780,L0001386,5
SL00001302,S0000781,L0001389,1
SL00001303,S0000781,L0001390,2
SL00001304,S0000781,L0001391,1
SL00001305,S0000781,L0001392,3
SL00001306,S0000782,L0001393,4
SL00001307,S0000782,L0001394,1
SL00001308,S0000783,L0001395,1
SL00001309,S0000784,L0001396,2
SL00001310,S0000784,L0001397,1
SL00001311,S0000785,L0001398,2
SL00001312,S0000788,L0001399,4
SL00001313,S0000788,L0001400,5
SL00001314,S0000789,L0001401,2
SL00001315,S0000789,L0001402,4
SL00001316,S0000789,L0001403,3
SL00001317,S0000790,L0001404,2
SL00001318,S0000790,L0001405,3
SL00001319,S0000791,L0001406,3
SL00001320,S0000792,L0001407,5
SL00001321,S0000792,L0001408,1
SL00001322,S0000793,L0001409,4
SL00001323,S0000793,L0001410,4
SL00001324,S0000793,L0001411,2
SL00001325,S0000793,L0001412,3
SL00001326,S0000794,L0001413,3
SL00001327,S0000795,L0001416,2
SL00001328,S0000797,L0001417,1
SL00001329,S0000798,L0001419,1
SL00001330,S0000798,L0001420,3
SL00001331,S0000799,L0001421,1
SL00001332,S0000800,L0001421,1
SL00001333,S0000800,L0001422,3
SL00001334,S0000802,L0001423,3
SL00001335,S0000803,L0001424,1
SL00001336,S0000804,L0001424,1
SL00001337,S0000805,L0001424,1
SL00001338,S0000806,L0001425,1
SL00001339,S0000806,L0001426,4
SL00001340,S0000807,L0001427,3
SL00001341,S0000807,L0001428,2
SL00001342,S0000807,L0001429,5
SL00001343,S0000808,L0001430,5
SL00001344,S0000808,L0001431,5
SL00001345,S0000808,L0001432,1
SL00001346,S0000808,L0001433,4
SL00001347,S0000809,L0001434,5
SL00001348,S0000809,L0001435,1
SL00001349,S0000810,L0001436,5
SL00001350,S0000810,L0001437,3
SL00001351,S0000811,L0001438,4
SL00001352,S0000812,L0001439,5
SL00001353,S0000812,L0001440,3
SL00001354,S0000813,L0001441,1
SL00001355,S0000813,L0001442,2
SL00001356,S0000814,L0001443,3
SL00001357,S0000814,L0001444,5
SL00001358,S0000814,L0001445,3
SL00001359,S0000815,L0001446,5
SL00001360,S0000815,L0001447,5
SL00001361,S0000816,L0001448,3
SL00001362,S0000817,L0001450,3
SL00001363,S0000818,L0001451,2
SL00001364,S0000819,L0001451,1
SL00001365,S0000819,L0001452,1
SL00001366,S0000820,L0001452,1
SL00001367,S0000821,L0001453,2
SL00001368,S0000821,L0001454,3
SL00001369,S0000822,L0001455,2
SL00001370,S0000823,L0001455,1
SL00001371,S0000822,L0001456,3
SL00001372,S0000823,L0001456,1
SL00001373,S0000822,L0001457,1
SL00001374,S0000823,L0001457,1
SL00001375,S0000824,L0001458,3
SL00001376,S0000825,L0001459,2
SL00001377,S0000825,L0001460,5
SL00001378,S0000826,L0001461,5
SL00001379,S0000826,L0001462,5
SL00001380,S0000827,L0001463,3
SL00001381,S0000827,L0001464,4
SL00001382,S0000828,L0001465,3
SL00001383,S0000828,L0001466,2
SL00001384,S0000829,L0001467,3
SL00001385,S0000829,L0001468,5
SL00001386,S0000830,L0001469,2
SL00001387,S0000831,L0001470,3
SL00001388,S0000832,L0001471,2
SL00001389,S0000832,L0001472,1
SL00001390,S0000833,L0001473,4
SL00001391,S0000834,L0001474,2
SL00001392,S0000834,L0001475,3
SL00001393,S0000835,L0001476,3
SL00001394,S0000835,L0001477,4
SL00001395,S0000835,L0001478,4
SL00001396,S0000836,L0001479,1
SL00001397,S0000836,L0001480,1
SL00001398,S0000836,L0001481,2
SL00001399,S0000837,L0001481,1
SL00001400,S0000838,L0001481,2
SL00001401,S0000839,L0001482,3
SL00001402,S0000839,L0001483,1
SL00001403,S0000840,L0001484,2
SL00001404,S0000840,L0001485,3
SL00001405,S0000841,L0001486,5
SL00001406,S0000841,L0001487,1
SL00001407,S0000842,L0001488,4
SL00001408,S0000843,L0001489,1
SL00001409,S0000843,L0001490,3
SL00001410,S0000844,L0001491,2
SL00001411,S0000844,L0001492,2
SL00001412,S0000844,L0001493,5
SL00001413,S0000845,L0001494,2
SL00001414,S0000845,L0001495,5
SL00001415,S0000846,L0001496,5
SL00001416,S0000847,L0001497,4
SL00001417,S0000847,L0001498,3
SL00001418,S0000848,L0001499,5
SL00001419,S0000848,L0001500,3
SL00001420,S0000849,L0001501,4
SL00001421,S0000849,L0001502,2
SL00001422,S0000849,L0001503,2
SL00001423,S0000850,L0001504,5
SL00001424,S0000850,L0001505,2
SL00001425,S0000851,L0001506,3
SL00001426,S0000851,L0001507,1
SL00001427,S0000851,L0001508,2
SL00001428,S0000852,L0001509,1
SL00001429,S0000852,L0001510,3
SL00001430,S0000852,L0001511,1
SL00001431,S0000853,L0001512,1
SL00001432,S0000854,L0001514,2
SL00001433,S0000854,L0001515,3
SL00001434,S0000855,L0001518,3
SL00001435,S0000856,L0001519,3
SL00001436,S0000856,L0001520,2
SL00001437,S0000857,L0001521,4
SL00001438,S0000857,L0001522,4
SL00001439,S0000858,L0001523,4
SL00001440,S0000858,L0001524,3
SL00001441,S0000859,L0001525,4
SL00001442,S0000859,L0001526,4
SL00001443,S0000860,L0001530,2
SL00001444,S0000861,L0001531,1
SL00001445,S0000861,L0001532,4
SL00001446,S0000862,L0001533,3
SL00001447,S0000863,L0001534,2
SL00001448,S0000863,L0001535,3
SL00001449,S0000863,L0001536,5
SL00001450,S0000864,L0001537,5
